Item No.	PART NUMBER	revision	QTY	Description	Material	Finish	Treatment	Colour	Comments	SecondProcess	Third Process	Author	Approved	Asset	SW-Folder Name(Folder Name)	SW-File Name(File Name)	SW-Configuration Name(Configuration Name)	Distributor	mass	DrawnDate	OEM_Internet	OEM_Supplier	OEM_Data_Sheet	Qb_Code	QB_Catergory	Sheet Metal Thickness	Spare_Part	Supplier_Part_Number
1.4.2.1.1.1.1	            		1	DN 65	MS												Default<As Machined>		16.2									
1.4.2.1.1.2	          AWS-A-002009	1	1	SLIP SHEET CARRIAGE ANGLE RH	MS	NATURAL			CUTTING	MACHINE		CL	CL		C:\AWS PDM\AWS\	AWS-A-002009	RIGHT HAND<As Machined>		35.1	20/08/2020							-	
1.4.2.1.1.2.1	            		1	150x90x10	MS												RIGHT HAND<As Machined>		35.1									
1.4.2.2	      AWS-B-002048	1	1	SLIP SHEET CARRIAGE RAIL PAINTED LH	AS PER BOM	POWDERCOAT		PEARL WHITE - GLOSS: 236,242,241	PAINT			CL	DG		C:\AWS PDM\AWS\	AWS-B-002048	Default		51.2	20/08/2020							-	
1.4.2.2.1	        AWS-B-002003	1	1	SLIP SHEET CARRIAGE RAIL WELDMENT LH	AS PER BOM	NATURAL			WELDING			CL	DG		C:\AWS PDM\AWS\	AWS-B-002003	LEFT HAND		51.2	20/08/2020							-	
1.4.2.2.1.1	          AWS-A-002007	1	1	SLIP SHEET CARRIAGE TUBE	MS	NATURAL			CUTTING			CL	CL		C:\AWS PDM\AWS\	AWS-A-002007	Default<As Machined>		16.2	20/08/2020							-	
1.4.2.2.1.1.1	            		1	DN 65	MS												Default<As Machined>		16.2									
1.4.2.2.1.2	          AWS-A-002008	1	1	SLIP SHEET CARRIAGE ANGLE LH	MS	NATURAL			CUTTING			CL	CL		C:\AWS PDM\AWS\	AWS-A-002008	LEFT HAND<As Machined>		35.0	20/08/2020							-	
1.4.2.2.1.2.1	            		1	150x90x10	MS												LEFT HAND<As Machined>		35.0									
1.4.2.3	      AWS-A-002033	1	1	SLIP SHEET CARRIAGE END STOP	MS - GR250	ZINC			LASERCUT	FOLDING		CL	CL		C:\AWS PDM\AWS\	AWS-A-002033	Default		1.8	20/08/2020						5	-	
1.4.2.3.1	        		1	Sheet	MS - GR250												Default		1.8							5		
1.4.2.4	      AWS-A-002034	1	1	SLIP SHEET CARRIAGE END STOP - OPPOSITE	MS - GR250	ZINC			LASERCUT	FOLDING		CL	CL		C:\AWS PDM\AWS\	AWS-A-002034	Default		1.8	20/08/2020						5	-	
1.4.2.4.1	        		1	Sheet	MS - GR250												Default		1.8							5		
1.4.2.5	      AWS-Z-002004	1	1	SLIP SHEET CARRIAGE TRACK BOX RH	AS PER BOM	NATURAL			ASSEMBLY			CL	DG		C:\AWS PDM\AWS\	AWS-Z-002004	Default		11.1	20/08/2020							-	
1.4.2.5.1	        AWS-B-002042	1	1	CARRIAGE TRACK BOX PAINTED RH	AS PER BOM	POWDERCOAT		SAFETY YELLOW - GLOSS: 241,190,36	PAINT			CL	DG		C:\AWS PDM\AWS\	AWS-B-002042	Default		9.9	20/08/2020							-	
1.4.2.5.1.1	          AWS-B-002038	1	1	CARRIAGE TRACK BOX WELDMENT RH	AS PER BOM	NATURAL			WELDING			CL	DG		C:\AWS PDM\AWS\	AWS-B-002038	Default		9.9	20/08/2020							YES	
1.4.2.5.1.1.1	            AWS-A-002039	1	1	CARRIAGE TRACK BOX	MS - GR250	NATURAL			CUTTING	MACHINE		CL	CL		C:\AWS PDM\AWS\	AWS-A-002039	Default<As Machined>		9.3	20/08/2020							-	
1.4.2.5.1.1.1.1	              		1	200x100x5.0 RHS	500												Default<As Machined>		9.3									
1.4.2.5.1.1.2	            AWS-A-002040	1	1	CARRIAGE TRACK BOX PLATE	MS - GR250	NATURAL			LASERCUT			CL	CL		C:\AWS PDM\AWS\	AWS-A-002040	Default		0.4	20/08/2020						5	-	
1.4.2.5.1.1.2.1	              		1	Sheet	MS - GR250												Default		0.4							5		
1.4.2.5.1.1.3	            AWS-A-002041	1	2	CARRIAGE TRACK BOX BRACKET	MS - GR250	NATURAL			LASERCUT			CL	CL		C:\AWS PDM\AWS\	AWS-A-002041	Default		0.1	20/08/2020						5	-	
1.4.2.5.1.1.3.1	              		1	Sheet	MS - GR250												Default		0.1							5		
1.4.2.5.2	        AWS-A-002045	1	4	CARRIAGE ROLLER	Delrin - Black	NATURAL			MACHINE			CL	DG		C:\AWS PDM\AWS\	AWS-A-002045	Default		0.1	20/08/2020							-	
1.4.2.5.3	        AWS-A-002044	2	8	CARRIAGE ROLLER SPACER	Delrin - White	NATURAL			MACHINE			CL	Admin		C:\AWS PDM\AWS\	AWS-A-002044	Default		0.0	20/08/2020							-	
1.4.2.5.4	        AWS-A-002046	1	2	CARRIAGE CHAIN TENSIONER	12mm Stainless Steel Allthread	NATURAL			CUTTING	MACHINE		CL	DG		C:\AWS PDM\AWS\	AWS-A-002046	Default		0.1	20/08/2020							-	
1.4.2.5.5	        OEM-SCLBHM13-89.5	-	4	MISUMI PIVOT PIN M13 X 89.5	SS304	NATURAL			PURCHASE			MF			C:\AWS PDM\OEM\1051. Transmission\	OEM-SCLBHM13-89.5	Default		0.1	30/04/2019	www.sg.misumi-ec.com	MISUMI	W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\1051_Misumi Pivot Pins	1051	Transmission		YES	SCLBHM13-89.5
1.4.2.5.6	        AS 1237.1 N - 8MS		8	M8 FLAT WASHER - Z/P	Mild Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\plain washers\	plain washer - normal_1_as	AS 1237.1 N - 8MS		0.0			Costless Bolts						
1.4.2.5.7	        AS 1420 - M8 x 25-NSS		8	M8 x 25 Socket Head Cap Screw Stainless Steel	Stainless Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\bolts and screws\socket head screws\	hexagon socket head cap screw_1_as	AS 1420 - M8 x 25-NSS		0.02			Costless Bolts						
1.4.2.5.8	        AS 1237.1 N - 12SS		2	M12 FLAT WASHER STAINLESS STEEL	Stainless Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\plain washers\	plain washer - normal_1_as	AS 1237.1 N - 12SS		0.0			Costless Bolts						
1.4.2.5.9	        AS 1112.1 S1 - M12-D-NSS		2	M12 HEX NUT STAINLESS STEEL	Stainless Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\nuts\hex nuts\	hexagon nut style 1 (grades a and b)_as	AS 1112.1 S1 - M12-D-NSS		0.017			Costless Bolts						
1.4.2.6	      AWS-Z-002051	1	1	SLIP SHEET CARRIAGE TRACK BOX LH	AS PER BOM	NATURAL			ASSEMBLY			CL	DG		C:\AWS PDM\AWS\	AWS-Z-002051	Default		11.1	20/08/2020							-	
1.4.2.6.1	        AWS-B-002052	1	1	CARRIAGE TRACK BOX PAINTED LH	AS PER BOM	POWDERCOAT		SAFETY YELLOW - GLOSS: 241,190,36	PAINT			CL	DG		C:\AWS PDM\AWS\	AWS-B-002052	Default		9.9	20/08/2020							-	
1.4.2.6.1.1	          AWS-B-002053	1	1	CARRIAGE TRACK BOX WELDMENT LH	AS PER BOM	NATURAL			WELDING			CL	DG		C:\AWS PDM\AWS\	AWS-B-002053	Default		9.9	20/08/2020							YES	
1.4.2.6.1.1.1	            AWS-A-002039	1	1	CARRIAGE TRACK BOX	MS - GR250	NATURAL			CUTTING	MACHINE		CL	CL		C:\AWS PDM\AWS\	AWS-A-002039	Default<As Machined>		9.3	20/08/2020							-	
1.4.2.6.1.1.1.1	              		1	200x100x5.0 RHS	500												Default<As Machined>		9.3									
1.4.2.6.1.1.2	            AWS-A-002040	1	1	CARRIAGE TRACK BOX PLATE	MS - GR250	NATURAL			LASERCUT			CL	CL		C:\AWS PDM\AWS\	AWS-A-002040	Default		0.4	20/08/2020						5	-	
1.4.2.6.1.1.2.1	              		1	Sheet	MS - GR250												Default		0.4							5		
1.4.2.6.1.1.3	            AWS-A-002041	1	2	CARRIAGE TRACK BOX BRACKET	MS - GR250	NATURAL			LASERCUT			CL	CL		C:\AWS PDM\AWS\	AWS-A-002041	Default		0.1	20/08/2020						5	-	
1.4.2.6.1.1.3.1	              		1	Sheet	MS - GR250												Default		0.1							5		
1.4.2.6.2	        AWS-A-002045	1	4	CARRIAGE ROLLER	Delrin - Black	NATURAL			MACHINE			CL	DG		C:\AWS PDM\AWS\	AWS-A-002045	Default		0.1	20/08/2020							-	
1.4.2.6.3	        AWS-A-002044	2	8	CARRIAGE ROLLER SPACER	Delrin - White	NATURAL			MACHINE			CL	Admin		C:\AWS PDM\AWS\	AWS-A-002044	Default		0.0	20/08/2020							-	
1.4.2.6.4	        AWS-A-002046	1	2	CARRIAGE CHAIN TENSIONER	12mm Stainless Steel Allthread	NATURAL			CUTTING	MACHINE		CL	DG		C:\AWS PDM\AWS\	AWS-A-002046	Default		0.1	20/08/2020							-	
1.4.2.6.5	        OEM-SCLBHM13-89.5	-	4	MISUMI PIVOT PIN M13 X 89.5	SS304	NATURAL			PURCHASE			MF			C:\AWS PDM\OEM\1051. Transmission\	OEM-SCLBHM13-89.5	Default		0.1	30/04/2019	www.sg.misumi-ec.com	MISUMI	W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\1051_Misumi Pivot Pins	1051	Transmission		YES	SCLBHM13-89.5
1.4.2.6.6	        AS 1237.1 N - 8MS		8	M8 FLAT WASHER - Z/P	Mild Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\plain washers\	plain washer - normal_1_as	AS 1237.1 N - 8MS		0.0			Costless Bolts						
1.4.2.6.7	        AS 1420 - M8 x 25-NSS		8	M8 x 25 Socket Head Cap Screw Stainless Steel	Stainless Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\bolts and screws\socket head screws\	hexagon socket head cap screw_1_as	AS 1420 - M8 x 25-NSS		0.02			Costless Bolts						
1.4.2.6.8	        AS 1237.1 N - 12SS		2	M12 FLAT WASHER STAINLESS STEEL	Stainless Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\plain washers\	plain washer - normal_1_as	AS 1237.1 N - 12SS		0.0			Costless Bolts						
1.4.2.6.9	        AS 1112.1 S1 - M12-D-NSS		2	M12 HEX NUT STAINLESS STEEL	Stainless Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\nuts\hex nuts\	hexagon nut style 1 (grades a and b)_as	AS 1112.1 S1 - M12-D-NSS		0.017			Costless Bolts						
1.4.2.7	      AWS-Z-002005	1	1	SLIP SHEET GRIPPER ASSEMBLY	AS PER BOM	NATURAL			ASSEMBLY			CL	 		C:\AWS PDM\AWS\	AWS-Z-002005	Default		0.0	20/08/2020							-	
1.4.2.7.1	        AWS-B-002060	1	1	SLIP SHEET GRIPPER FRAME PAINTED	AS PER BOM	POWDERCOAT		SAFETY YELLOW - GLOSS: 241,190,36	PAINT			CL	DG		C:\AWS PDM\AWS\	AWS-B-002060	Default		41.1	20/08/2020							-	
1.4.2.7.1.1	          AWS-B-002061	1	1	SLIP SHEET GRIPPER FRAME WELDMENT	AS PER BOM	NATURAL			WELDING			CL	DG		C:\AWS PDM\AWS\	AWS-B-002061	Default		41.1	20/08/2020							-	
1.4.2.7.1.1.1	            AWS-A-002062	1	1	SLIP SHEET GRIPPER FRAME CUTLIST	MS - C350LO	NATURAL			CUTTING	WELDING		CL	DG		C:\AWS PDM\AWS\	AWS-A-002062	Default<As Machined>		27.9	20/08/2020							-	
1.4.2.7.1.1.1.1	              		1	89x89x3.5 SHS	MS - C350LO												Default<As Machined>		5.4									
1.4.2.7.1.1.1.2	              		1	89x89x3.5 SHS	MS - C350LO												Default<As Machined>		13.2									
1.4.2.7.1.1.1.3	              		1	89x89x3.5 SHS	MS - C350LO												Default<As Machined>		3.8									
1.4.2.7.1.1.1.4	              		1	89x89x3.5 SHS	MS - C350LO												Default<As Machined>		5.5									
1.4.2.7.1.1.2	            AWS-A-002063	1	2	SLIP SHEET GRIPPER FRAME FOOT	MS - GR250	NATURAL			LASERCUT			CL	DG		C:\AWS PDM\AWS\	AWS-A-002063	Default		2.9	20/08/2020						10	-	
1.4.2.7.1.1.2.1	              		1	Sheet	MS - GR250												Default		2.9							10		
1.4.2.7.1.1.3	            AWS-A-002064	1	2	SLIP SHEET GRIPPER FRAME GUSSET	MS - GR250	NATURAL			LASERCUT			CL	DG		C:\AWS PDM\AWS\	AWS-A-002064	Default		0.9	20/08/2020						5	-	
1.4.2.7.1.1.3.1	              		1	Sheet	MS - GR250												Default		0.9							5		
1.4.2.7.1.1.4	            AWS-A-002065	1	1	SLIP SHEET GRIPPER FRAME MOUNT PLATE	MS - GR250	NATURAL			LASERCUT			CL	DG		C:\AWS PDM\AWS\	AWS-A-002065	Default		1.0	20/08/2020						5	-	
1.4.2.7.1.1.4.1	              		1	Sheet	MS - GR250												Default		1.0							5		
1.4.2.7.1.1.5	            AWS-A-002066	1	1	SLIP SHEET GRIPPER FRAME PLATE 1	MS - GR250	NATURAL			LASERCUT			CL	DG		C:\AWS PDM\AWS\	AWS-A-002066	Default		1.8	20/08/2020						5	-	
1.4.2.7.1.1.5.1	              		1	Sheet	MS - GR250												Default		1.8							5		
1.4.2.7.1.1.6	            AWS-A-002067	1	1	SLIP SHEET GRIPPER FRAME PLATE 2	MS - GR250	NATURAL			LASERCUT			CL	DG		C:\AWS PDM\AWS\	AWS-A-002067	Default		1.9	20/08/2020						5	-	
1.4.2.7.1.1.6.1	              		1	Sheet	MS - GR250												Default		1.9							5		
1.4.2.7.1.1.7	            AWS-A-002068	1	1	ENERGY CHAIN BRACKET	MS - GR250	NATURAL			LASERCUT	FOLDING		CL	DG		C:\AWS PDM\AWS\	AWS-A-002068	Default		1.0	20/08/2020						5	-	
1.4.2.7.1.1.7.1	              		1	Sheet	MS - GR250												Default		1.0							5		
1.4.2.7.2	        AWS-Z-002097	1	1	SLIP SHEET SUCTION CUP ASSY	AS PER BOM	NATURAL			ASSEMBLY			CL	 		C:\AWS PDM\AWS\	AWS-Z-002097	Default		0.0	20/08/2020							-	
1.4.2.7.2.1	          AWS-B-002115	1	1	SLIP SHEET SUCTION CUP FRAME - PAINTED	AS PER BOM	POWDERCOAT		SAFETY YELLOW - GLOSS: 241,190,36	PAINT			CL	DG		C:\AWS PDM\AWS\	AWS-B-002115	Default		3.1	20/08/2020							-	
1.4.2.7.2.1.1	            AWS-B-002119	1	1	SLIP SHEET SUCTION CUP FRAME WELDMENT	AS PER BOM	NATURAL			WELDING			CL	DG		C:\AWS PDM\AWS\	AWS-B-002119	Default		3.1	20/08/2020							-	
1.4.2.7.2.1.1.1	              AWS-A-002122	1	1	SLIP SHEET SUCTION CUP FRAME - CUTLIST	MS - C350LO	NATURAL			CUTTING	WELDING		CL	DG		C:\AWS PDM\AWS\	AWS-A-002122	Default<As Machined>		1.8	20/08/2020							-	
1.4.2.7.2.1.1.1.1	                		1	25x25x3.0 SHS													Default<As Machined>		1.8									
1.4.2.7.2.1.1.2	              AWS-A-002120	1	1	SLIP SHEET SUCTION CUP FRAME BRACKET	MS - GR250	NATURAL			LASERCUT	FOLDING		CL	DG		C:\AWS PDM\AWS\	AWS-A-002120	Default<As Machined>		1.1	20/08/2020						3	-	
1.4.2.7.2.1.1.2.1	                		1	Sheet	MS - GR250												Default<As Machined>		1.1							3		
1.4.2.7.2.1.1.3	              AWS-A-002121	1	4	SLIP SHEET SUCTION CUP FRAME TAB	MS - GR250	NATURAL			LASERCUT			CL	DG		C:\AWS PDM\AWS\	AWS-A-002121	Default<As Machined>		0.1	20/08/2020						3.0	-	
1.4.2.7.2.1.1.3.1	                		1	Sheet	MS - GR250												Default<As Machined>		0.1							3		
1.4.2.7.2.1.1.4	              AWS-A-002126	1	2	25 R5 SHS ENDCAP	MS - GR250	NATURAL			LASERCUT			CL	DG		C:\AWS PDM\AWS\	AWS-A-002126	Default		0.0	20/08/2020						3	-	
1.4.2.7.2.1.1.4.1	                		1	Sheet	MS - GR250												Default		0.0							3		
1.4.2.7.2.2	          AWS-A-002117	1	4	SLIP SHEET GRIPPER SUCTION HOSE	Polyurethane Tube - Red	NATURAL			AWS PRODUCTION			CL	DG		C:\AWS PDM\AWS\	AWS-A-002117	Default<As Machined>		0.0	20/08/2020							-	
1.4.2.7.2.2.1	            		1	SMC TUBE 6x4- CLEAR RED	Polyurethane Tube - Red												Default<As Machined>											
1.4.2.7.2.3	          AWS-Z-002106	1	4	SUCTION CUP ASSEMBLY	AS PER BOM	NATURAL		PEARL WHITE - GLOSS: 236,242,241	ASSEMBLY			CL	DG		C:\AWS PDM\AWS\	AWS-Z-002106	Default		0.0	20/08/2020							-	
1.4.2.7.2.3.1	            AWS-A-002142	1	1	MICRO VACUUM GENERATOR HOSE	PBT General Purpose	NATURAL			AWS PRODUCTION			CL	DG		C:\AWS PDM\AWS\	AWS-A-002142	Default		0.0	20/08/2020							-	
1.4.2.7.2.3.2	            OEM-0106045	-	1	PIAB SUCTION CUP BX52P	REFER DATA SHEET	NATURAL			PURCHASE			MF			C:\AWS PDM\OEM\1038. Pneumatics\	OEM-0106045	Default		0.0	08/05/2019	https://www.piab.com/Products/suction-cups/shape/multibellows/bx---2-bellows-duraflex-10-110-mm/0106739/#product-support	PIAB	W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\1038_SMC Suction Cup BX52P - 0106045.pdf	1038	Pneumatics		YES	0106045
1.4.2.7.2.3.3	            OEM-KQ2E06-02	-	1	1/4 BULKHEAD CONNECTOR	REFER DATA SHEET	NATURAL		PEARL WHITE - GLOSS: 236,242,241	PURCHASE			MF			C:\AWS PDM\OEM\1038. Pneumatics\	OEM-KQ2E06-02	Default		0.0	08/05/2019	https://www.smcpneumatics.com/KQ2E06-02.html	SMC	W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\1038_KQ2E06-02N.PNG	1038	Pneumatics		YES	KQ2E06-02
1.4.2.7.2.3.4	            OEM-0122022	-	1	PIAB VACUUM GENERATOR TI 6-6	REFER DATA SHEET	NATURAL			PURCHASE			MF			C:\AWS PDM\OEM\1038. Pneumatics\	OEM-0122022	Default		0.0	08/05/2019	https://www.piab.com/Products/vacuum-pumps/decentralized-vacuum-ejectors/0122022/	PIAB	W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\1038_Micro vacuum generator 0122022 Ti 6-6.pdf	1038	Pneumatics		YES	0122022
1.4.2.7.2.4	          AWS-Z-010251		1	 CYL 25B 100S WITH EXTRA REED AND FITTINGS	PER BOM	NATURAL			ASSEMBLY						C:\AWS PDM\AWS\007000-014000\	AWS-Z-010251	Default		0.0	24/08/2021							-	
1.4.2.7.2.4.1	            OEM-CDG1BA25-100Z-M9BZ		1	CYL 25 100 STROKE WITH REEDS	PER DATASHEET	NATURAL			PURCHASE			FQ			C:\AWS PDM\OEM\1038. Pneumatics\	OEM-CDG1BA25-100Z-M9BZ	Default	SMC	0.00	24/08/2021		SMC	W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\CDG1BA25-100Z-M9BZ.pdf	1038	Pneumatics		YES	CDG1BA25-100Z-M9BZ
1.4.2.7.2.4.2	            OEM--BJ3-1		1	SWITCH BRACKET	PET	NATURAL			PURCHASE			DG			C:\AWS PDM\oem\1038. pneumatics\	OEM--BJ3-1	BJ3-1	SMC	0.916	27/08/2020		SMC		1038	Pneumatics		YES	-BJ3-1
1.4.2.7.2.4.3	            OEM-BMA2-025		1	AUTOSWITCH BRACKET FOR 25 BORE CYLS	REFER DATA SHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1038. Pneumatics\	OEM-BMA2-025	025	SMC	0.278	24/08/2021	https://www.smcpneumatics.com/BMA2-025.html			1038	Pneumatics		YES	BMA2-025
1.4.2.7.2.4.4	            OEM-D-M9BZ		1	AUTO SWITCH SOLID STATE 2 WIRE	REFER DATA SHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1038. Pneumatics\	OEM-D-M9BZ	Default	SMC	0.0	07/08/2020		SMC		1038	Pneumatics		YES	D-M9BZ
1.4.2.7.2.4.5	            OEM-KQ2L04_M5N1		2	MALE ELBOW 4MM M5X0.8	REFER DATA SHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1038. Pneumatics\	OEM-KQ2L04_M5N1	Default	SMC	0.0	24/08/2021		SMC		1038	Pneumatics		YES	KQ2L04_M5N1
1.4.2.7.2.5	          OEM-KQ2H06-02AS	-	5	AIR FITTING	REFER DATA SHEET	NATURAL			PURCHASE			MJF			C:\AWS PDM\OEM\1038. Pneumatics\	OEM-KQ2H06-02AS	KQ2H06-02AS		1.6146	15/08/2019	https://www.smcpneumatics.com/KQ2E06-02.html	SEC	W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\1038_KQ2H06-02AS.png	1038	Pneumatics		-	KQ2H06-02AS
1.4.2.7.2.6	          AS 1420 - M5 x 8-NSS		4	M5 x 8 Socket Head Cap Screw Stainless Steel	Stainless Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\bolts and screws\socket head screws\	hexagon socket head cap screw_1_as	AS 1420 - M5 x 8-NSS		0.00			Costless Bolts						
1.4.2.7.3	        AWS-A-002087	1	2	SLIP SHEET ELECTRICAL COVER - 22.0 HOLE	SS304 2B - NO PVC	NATURAL			LASERCUT			CL	DG		C:\AWS PDM\AWS\	AWS-A-002087	Default		0.1	20/08/2020						2	-	
1.4.2.7.3.1	          		1	Sheet	SS304 2B - NO PVC												Default		0.1							2		
1.4.2.7.4	        AWS-A-002071	1	2	SLIP SHEET ELECTRICAL COVER - 25.5 HOLE	SS304 2B - NO PVC	NATURAL			LASERCUT			CL	DG		C:\AWS PDM\AWS\	AWS-A-002071	Default		0.1	20/08/2020						2	-	
1.4.2.7.4.1	          		1	Sheet	SS304 2B - NO PVC												Default		0.1							2		
1.4.2.7.5	        OEM-1529.510	-	1	200X150X120 TERMINAL BOX	MS	POWDERCOAT		LIGHT GREY - GLOSS: 197,190,173	PURCHASE			MF			C:\AWS PDM\OEM\1016. Enclosure\	OEM-1529.510	Default	RITTAL	1.2	03/05/2019	www.rittal.com	RITTAL	file:///W:/Solidworks/Proprietry/3%20QBooks%20Cat/OEM%20Data%20Sheets/1016_Rittal_1500%20series_Technical_details.pdf	1016	Enclosure		YES	1529.510
1.4.2.7.6	        AWS-Z-010250		1	GUIDED CYL 40 300 WITH FLOW CONTROL FITTINGS	PER BOM	NATURAL			ASSEMBLY						C:\AWS PDM\AWS\007000-014000\	AWS-Z-010250	Default		0.0	24/08/2021							-	
1.4.2.7.6.1	          OEM-MGGMB40_300_M9BZ		1	GUIDED CYL 40 BORE 300 STROKE	PER BOM	NATURAL			PURCHASE			FQ			C:\AWS PDM\OEM\1038. Pneumatics\	OEM-MGGMB40_300_M9BZ	Default	SMC	0.00	24/08/2021			W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\MGGMB40_300_M9BZ.pdf	1038	Pneumatics		YES	MGGMB40_300_M9BZ
1.4.2.7.6.2	          OEM-AS2201F-01-06SA	-	2	1/8 SPEED CONTROLLER	REFER DATA SHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1038. Pneumatics\	OEM-AS2201F-01-06SA	Default	SMC	0.0	21/02/2019		SMC		1038	Pneumatics		-	AS2201F-01-06SA
1.4.2.7.7	        OEM-0.733M_1400-038-075-0+14038-3PZ-A1+14038-2PZ-A1	-	1	IGUS ENERGY CHAIN E2/000 MEDIUM SERIES	SEE DATA SHEETS	NATURAL			PURCHASE			MF			C:\AWS PDM\OEM\1058. Electrical\	OEM-0.733M_1400-038-075-0+14038-3PZ-A1+14038-2PZ-A1	Default	IGUS	0.3	03/05/2019	www.igus.com/info/energychains	IGUS	file:///W:/Solidworks/Proprietry/3%20QBooks%20Cat/OEM%20Data%20Sheets/1058_IGUS-Energy%20Chain-0.733m_1400-038-075-0.pdf	1058	Electrical		YES	0.733M_1400-038-075-0+14038-3PZ-A1+14038-2PZ-A1
1.4.2.7.8	        AS 1420 - M8 x 16-NSS		4	M8 x 6 Socket Head Cap Screw Stainless Steel	Stainless Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\bolts and screws\socket head screws\	hexagon socket head cap screw_1_as	AS 1420 - M8 x 16-NSS		0.01			Costless Bolts						
1.4.2.7.9	        AS 1237.1 N - 8MS		4	M8 FLAT WASHER - Z/P	Mild Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\plain washers\	plain washer - normal_1_as	AS 1237.1 N - 8MS		0.0			Costless Bolts						
1.4.2.7.10	        AS 1420 - M12 x 25-NSS		4	M12 x 25 Socket Head Cap Screw Stainless Steel	Stainless Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\bolts and screws\socket head screws\	hexagon socket head cap screw_1_as	AS 1420 - M12 x 25-NSS		0.04			Costless Bolts						
1.4.2.7.11	        AS 1237.1 N - 12MS		4	M12 WASHER ZINC	Mild Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\plain washers\	plain washer - normal_1_as	AS 1237.1 N - 12MS		0.0			Costless Bolts						
1.4.2.7.12	        AS 1237.1 N - 6MS		12	M6 WASHER ZINC	Mild Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\plain washers\	plain washer - normal_1_as	AS 1237.1 N - 6MS		0.0			Costless Bolts						
1.4.2.7.13	        GB_HEXAGON_TYPE9 M6-SSS		8	M6 NYLOC NUT S/S	Stainless Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\nuts\nyloc\	prevailing torque type style 1_gb	GB_HEXAGON_TYPE9 M6-SSS		0.0			Costless Bolts						
1.4.2.7.14	        B18.3.5M - 6 x 1.0 x 20 Socket FCHS  -- 20NSS		4	CSK M6 X 20 SS SOCKET HEAD SCREW 	Stainless Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\bolts and screws\socket head screws\	socket countersunk head screw_1_am	B18.3.5M - 6 x 1.0 x 20 Socket FCHS  -- 20NSS		0.006			Costless Bolts						
1.4.2.7.15	        AS 1420 - M6 x 16-NSS		4	M6 x 16 Socket Head Cap Screw Stainless Steel	Stainless Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\bolts and screws\socket head screws\	hexagon socket head cap screw_1_as	AS 1420 - M6 x 16-NSS		0.01			Costless Bolts						
1.4.2.7.16	        AS 1420 - M6 x 10-NSS		16	M6 x 10 Socket Head Cap Screw Stainless Steel	Stainless Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\bolts and screws\socket head screws\	hexagon socket head cap screw_1_as	AS 1420 - M6 x 10-NSS		0.01			Costless Bolts						
1.4.2.7.17	        OEM-XCZ8106-SS5Y5-10L13-03B-08		1	CUSTOM SLIP SHEET PNEU MANIFOLD	PER DATASHEET	NATURAL			PURCHASE			FQ			C:\AWS PDM\OEM\1038. Pneumatics\	OEM-XCZ8106-SS5Y5-10L13-03B-08	Default	SMC	0.0	13/09/2021			W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\XCZ8106 - REV B 07-09-21.pdf	1038	Pneumatics		YES	XCZ8106-SS5Y5-10L13-03B-08
1.4.2.8	      AWS-B-002059	1	1	SLIP SHEET TRAY PAINTED	AS PER BOM	POWDERCOAT		PEARL WHITE - GLOSS: 236,242,241	PAINT			CL	DG		C:\AWS PDM\AWS\	AWS-B-002059	Default		54.0	20/08/2020							-	
